date,weekday,is_weekend,line,station,hour,boarding,alighting,total
2025-09-01,월,False,2호선,선릉,2,379,368,747
2025-09-01,월,False,2호선,선릉,3,311,385,696
2025-09-01,월,False,2호선,선릉,4,300,332,632
2025-09-01,월,False,2호선,선릉,5,411,289,700
2025-09-01,월,False,2호선,선릉,6,388,320,708
2025-09-01,월,False,2호선,선릉,7,9013,11438,20451
2025-09-01,월,False,2호선,선릉,8,13508,15622,29130
2025-09-01,월,False,2호선,선릉,9,13093,15437,28530
2025-09-01,월,False,2호선,선릉,10,4700,5633,10333
2025-09-01,월,False,2호선,선릉,11,5393,4995,10388
2025-09-01,월,False,2호선,선릉,12,4853,4893,9746
2025-09-01,월,False,2호선,선릉,13,4936,4516,9452
2025-09-01,월,False,2호선,선릉,14,4198,5372,9570
2025-09-01,월,False,2호선,선릉,15,4620,4464,9084
2025-09-01,월,False,2호선,선릉,16,5471,5299,10770
2025-09-01,월,False,2호선,선릉,17,14353,13557,27910
2025-09-01,월,False,2호선,선릉,18,19361,18530,37891
2025-09-01,월,False,2호선,선릉,19,15225,12192,27417
2025-09-01,월,False,2호선,선릉,20,10809,7932,18741
2025-09-01,월,False,2호선,선릉,21,4987,6380,11367
2025-09-01,월,False,2호선,선릉,22,3757,2693,6450
2025-09-01,월,False,2호선,선릉,23,2284,2368,4652
2025-09-01,월,False,2호선,삼성,0,444,332,776
2025-09-01,월,False,2호선,삼성,1,337,404,741
2025-09-01,월,False,2호선,삼성,2,396,429,825
2025-09-01,월,False,2호선,삼성,3,390,404,794
2025-09-01,월,False,2호선,삼성,4,462,348,810
2025-09-01,월,False,2호선,삼성,5,424,374,798
2025-09-01,월,False,2호선,삼성,6,346,350,696
2025-09-01,월,False,2호선,삼성,7,9936,12696,22632
2025-09-01,월,False,2호선,삼성,8,16007,17114,33121
2025-09-01,월,False,2호선,삼성,9,13087,17091,30178
2025-09-01,월,False,2호선,삼성,10,5302,5843,11145
2025-09-01,월,False,2호선,삼성,11,5999,4906,10905
2025-09-01,월,False,2호선,삼성,12,6509,4974,11483
2025-09-01,월,False,2호선,삼성,13,5127,5894,11021
2025-09-01,월,False,2호선,삼성,14,5620,5355,10975
2025-09-01,월,False,2호선,삼성,15,5011,6231,11242
2025-09-01,월,False,2호선,삼성,16,5720,5465,11185
2025-09-01,월,False,2호선,삼성,17,21725,14860,36585
2025-09-01,월,False,2호선,삼성,18,18306,19390,37696
2025-09-01,월,False,2호선,삼성,19,13640,15353,28993
2025-09-01,월,False,2호선,삼성,20,11794,9257,21051
2025-09-01,월,False,2호선,삼성,21,5680,6477,12157
2025-09-01,월,False,2호선,삼성,22,3404,3518,6922
2025-09-01,월,False,2호선,삼성,23,2113,2350,4463
2025-09-01,월,False,2호선,합정,0,261,266,527
2025-09-01,월,False,2호선,합정,1,212,286,498
2025-09-01,월,False,2호선,합정,2,273,355,628
2025-09-01,월,False,2호선,합정,3,307,213,520
2025-09-01,월,False,2호선,합정,4,288,365,653
2025-09-01,월,False,2호선,합정,5,281,263,544
2025-09-01,월,False,2호선,합정,6,276,338,614
2025-09-01,월,False,2호선,합정,7,4730,4049,8779
2025-09-01,월,False,2호선,합정,8,6599,7115,13714
2025-09-01,월,False,2호선,합정,9,4764,6284,11048
2025-09-01,월,False,2호선,합정,10,4274,4509,8783
2025-09-01,월,False,2호선,합정,11,4266,4768,9034
2025-09-01,월,False,2호선,합정,12,5044,4118,9162
2025-09-01,월,False,2호선,합정,13,4654,4339,8993
2025-09-01,월,False,2호선,합정,14,4469,4469,8938
2025-09-01,월,False,2호선,합정,15,4396,4128,8524
2025-09-01,월,False,2호선,합정,16,5356,3502,8858
2025-09-01,월,False,2호선,합정,17,9494,8790,18284
2025-09-01,월,False,2호선,합정,18,8500,10630,19130
2025-09-01,월,False,2호선,합정,19,10410,9877,20287
2025-09-01,월,False,2호선,합정,20,7094,10094,17188
2025-09-01,월,False,2호선,합정,21,8603,7857,16460
2025-09-01,월,False,2호선,합정,22,5943,6532,12475
2025-09-01,월,False,2호선,합정,23,4549,4502,9051
2025-09-01,월,False,2호선,홍대입구,0,547,560,1107
2025-09-01,월,False,2호선,홍대입구,1,562,547,1109
2025-09-01,월,False,2호선,홍대입구,2,455,771,1226
2025-09-01,월,False,2호선,홍대입구,3,564,546,1110
2025-09-01,월,False,2호선,홍대입구,4,551,595,1146
2025-09-01,월,False,2호선,홍대입구,5,520,488,1008
2025-09-01,월,False,2호선,홍대입구,6,526,717,1243
2025-09-01,월,False,2호선,홍대입구,7,9170,9793,18963
2025-09-01,월,False,2호선,홍대입구,8,12053,14890,26943
2025-09-01,월,False,2호선,홍대입구,9,12476,9607,22083
2025-09-01,월,False,2호선,홍대입구,10,10945,7714,18659
2025-09-01,월,False,2호선,홍대입구,11,10074,9228,19302
2025-09-01,월,False,2호선,홍대입구,12,10394,9521,19915
2025-09-01,월,False,2호선,홍대입구,13,9181,9743,18924
2025-09-01,월,False,2호선,홍대입구,14,8418,9682,18100
2025-09-01,월,False,2호선,홍대입구,15,8424,10675,19099
2025-09-01,월,False,2호선,홍대입구,16,9257,9618,18875
2025-09-01,월,False,2호선,홍대입구,17,19447,16732,36179
2025-09-01,월,False,2호선,홍대입구,18,24142,20854,44996
2025-09-01,월,False,2호선,홍대입구,19,17232,17465,34697
2025-09-01,월,False,2호선,홍대입구,20,14898,16528,31426
2025-09-01,월,False,2호선,홍대입구,21,18302,16109,34411
2025-09-01,월,False,2호선,홍대입구,22,11641,14268,25909
2025-09-01,월,False,2호선,홍대입구,23,7933,10131,18064
2025-09-01,월,False,2호선,신촌,0,381,359,740
2025-09-01,월,False,2호선,신촌,1,437,388,825
2025-09-01,월,False,2호선,신촌,2,342,323,665
2025-09-01,월,False,2호선,신촌,3,403,371,774
2025-09-01,월,False,2호선,신촌,4,335,511,846
2025-09-01,월,False,2호선,신촌,5,393,351,744
2025-09-01,월,False,2호선,신촌,6,400,298,698
2025-09-01,월,False,2호선,신촌,7,6843,5775,12618
2025-09-01,월,False,2호선,신촌,8,9669,8215,17884
2025-09-01,월,False,2호선,신촌,9,8401,8020,16421
2025-09-01,월,False,2호선,신촌,10,6428,6091,12519
2025-09-01,월,False,2호선,신촌,11,5766,5940,11706
2025-09-01,월,False,2호선,신촌,12,6350,5882,12232
2025-09-01,월,False,2호선,신촌,13,5850,7236,13086
2025-09-01,월,False,2호선,신촌,14,7034,5219,12253
2025-09-01,월,False,2호선,신촌,15,5412,6383,11795
2025-09-01,월,False,2호선,신촌,16,6775,5720,12495
2025-09-01,월,False,2호선,신촌,17,13121,10043,23164
2025-09-01,월,False,2호선,신촌,18,15832,13374,29206
2025-09-01,월,False,2호선,신촌,19,16708,10399,27107
2025-09-01,월,False,2호선,신촌,20,9141,13722,22863
2025-09-01,월,False,2호선,신촌,21,11300,12385,23685
2025-09-01,월,False,2호선,신촌,22,10539,8099,18638
2025-09-01,월,False,2호선,신촌,23,4881,6278,11159
2025-09-01,월,False,2호선,이대,0,152,180,332
2025-09-01,월,False,2호선,이대,1,198,179,377
2025-09-01,월,False,2호선,이대,2,160,214,374
2025-09-01,월,False,2호선,이대,3,158,158,316
2025-09-01,월,False,2호선,이대,4,186,171,357
2025-09-01,월,False,2호선,이대,5,194,189,383
2025-09-01,월,False,2호선,이대,6,196,188,384
2025-09-01,월,False,2호선,이대,7,2822,3251,6073
2025-09-01,월,False,2호선,이대,8,4452,4282,8734
2025-09-01,월,False,2호선,이대,9,3708,4012,7720
2025-09-01,월,False,2호선,이대,10,2954,3116,6070
2025-09-01,월,False,2호선,이대,11,3164,2681,5845
2025-09-01,월,False,2호선,이대,12,2255,2927,5182
2025-09-01,월,False,2호선,이대,13,2055,3308,5363
2025-09-01,월,False,2호선,이대,14,3035,2612,5647
2025-09-01,월,False,2호선,이대,15,2950,2836,5786
2025-09-01,월,False,2호선,이대,16,3551,2720,6271
2025-09-01,월,False,2호선,이대,17,6239,4752,10991
2025-09-01,월,False,2호선,이대,18,6101,7217,13318
2025-09-01,월,False,2호선,이대,19,5138,6925,12063
2025-09-01,월,False,2호선,이대,20,5037,5412,10449
2025-09-01,월,False,2호선,이대,21,6328,4470,10798
2025-09-01,월,False,2호선,이대,22,4207,3890,8097
2025-09-01,월,False,2호선,이대,23,2890,2629,5519
2025-09-01,월,False,2호선,잠실새내,0,184,267,451
2025-09-01,월,False,2호선,잠실새내,1,225,255,480
2025-09-01,월,False,2호선,잠실새내,2,196,244,440
2025-09-01,월,False,2호선,잠실새내,3,227,210,437
2025-09-01,월,False,2호선,잠실새내,4,232,218,450
2025-09-01,월,False,2호선,잠실새내,5,263,202,465
2025-09-01,월,False,2호선,잠실새내,6,189,256,445
2025-09-01,월,False,2호선,잠실새내,7,6087,6506,12593
2025-09-01,월,False,2호선,잠실새내,8,9076,8407,17483
2025-09-01,월,False,2호선,잠실새내,9,6543,6102,12645
2025-09-01,월,False,2호선,잠실새내,10,4912,3224,8136
2025-09-01,월,False,2호선,잠실새내,11,3715,3598,7313
2025-09-01,월,False,2호선,잠실새내,12,3548,4205,7753
2025-09-01,월,False,2호선,잠실새내,13,3704,3725,7429
2025-09-01,월,False,2호선,잠실새내,14,3400,4020,7420
2025-09-01,월,False,2호선,잠실새내,15,2611,3977,6588
2025-09-01,월,False,2호선,잠실새내,16,3241,3554,6795
2025-09-01,월,False,2호선,잠실새내,17,9075,6130,15205
2025-09-01,월,False,2호선,잠실새내,18,8774,10643,19417
2025-09-01,월,False,2호선,잠실새내,19,7578,8222,15800
2025-09-01,월,False,2호선,잠실새내,20,5468,5270,10738
2025-09-01,월,False,2호선,잠실새내,21,4104,4394,8498
2025-09-01,월,False,2호선,잠실새내,22,2573,3238,5811
2025-09-01,월,False,2호선,잠실새내,23,2294,1349,3643
2025-09-01,월,False,2호선,잠실,0,531,399,930
2025-09-01,월,False,2호선,잠실,1,488,435,923
2025-09-01,월,False,2호선,잠실,2,449,466,915
2025-09-01,월,False,2호선,잠실,3,456,419,875
2025-09-01,월,False,2호선,잠실,4,464,407,871
2025-09-01,월,False,2호선,잠실,5,506,472,978
2025-09-01,월,False,2호선,잠실,6,471,431,902
2025-09-01,월,False,2호선,잠실,7,12813,10621,23434
2025-09-01,월,False,2호선,잠실,8,14219,15207,29426
2025-09-01,월,False,2호선,잠실,9,9628,13013,22641
2025-09-01,월,False,2호선,잠실,10,8658,7237,15895
2025-09-01,월,False,2호선,잠실,11,5972,8086,14058
2025-09-01,월,False,2호선,잠실,12,5711,6368,12079
2025-09-01,월,False,2호선,잠실,13,8778,8048,16826
2025-09-01,월,False,2호선,잠실,14,7429,6770,14199
2025-09-01,월,False,2호선,잠실,15,6460,6857,13317
2025-09-01,월,False,2호선,잠실,16,7326,7454,14780
2025-09-01,월,False,2호선,잠실,17,16915,15789,32704
2025-09-01,월,False,2호선,잠실,18,17787,20418,38205
2025-09-01,월,False,2호선,잠실,19,19131,13773,32904
2025-09-01,월,False,2호선,잠실,20,9456,11300,20756
2025-09-01,월,False,2호선,잠실,21,8756,9098,17854
2025-09-01,월,False,2호선,잠실,22,5709,6239,11948
2025-09-01,월,False,2호선,잠실,23,4046,3941,7987
2025-09-01,월,False,2호선,잠실나루,0,219,161,380
2025-09-01,월,False,2호선,잠실나루,1,165,201,366
2025-09-01,월,False,2호선,잠실나루,2,190,174,364
2025-09-01,월,False,2호선,잠실나루,3,180,159,339
2025-09-01,월,False,2호선,잠실나루,4,201,161,362
2025-09-01,월,False,2호선,잠실나루,5,147,173,320
2025-09-01,월,False,2호선,잠실나루,6,154,182,336
2025-09-01,월,False,2호선,잠실나루,7,4854,5033,9887
2025-09-01,월,False,2호선,잠실나루,8,6536,6749,13285
2025-09-01,월,False,2호선,잠실나루,9,4774,5846,10620
2025-09-01,월,False,2호선,잠실나루,10,3332,2918,6250
2025-09-01,월,False,2호선,잠실나루,11,3237,2897,6134
2025-09-01,월,False,2호선,잠실나루,12,3671,2431,6102
2025-09-01,월,False,2호선,잠실나루,13,2890,3074,5964
2025-09-01,월,False,2호선,잠실나루,14,2566,3158,5724
2025-09-01,월,False,2호선,잠실나루,15,2527,3021,5548
2025-09-01,월,False,2호선,잠실나루,16,3084,2886,5970
2025-09-01,월,False,2호선,잠실나루,17,5900,6880,12780
2025-09-01,월,False,2호선,잠실나루,18,8483,7316,15799
2025-09-01,월,False,2호선,잠실나루,19,5897,6721,12618
2025-09-01,월,False,2호선,잠실나루,20,4731,4558,9289
2025-09-01,월,False,2호선,잠실나루,21,3058,3101,6159
2025-09-01,월,False,2호선,잠실나루,22,2078,2489,4567
2025-09-01,월,False,2호선,잠실나루,23,1295,1737,3032
2025-09-01,월,False,2호선,강변,0,426,333,759
2025-09-01,월,False,2호선,강변,1,358,334,692
2025-09-01,월,False,2호선,강변,2,265,336,601
2025-09-01,월,False,2호선,강변,3,308,382,690
2025-09-01,월,False,2호선,강변,4,439,293,732
2025-09-01,월,False,2호선,강변,5,299,354,653
2025-09-01,월,False,2호선,강변,6,413,299,712
2025-09-01,월,False,2호선,강변,7,8675,8255,16930
2025-09-01,월,False,2호선,강변,8,11712,16349,28061
2025-09-01,월,False,2호선,강변,9,8696,9467,18163
2025-09-01,월,False,2호선,강변,10,5888,5003,10891
2025-09-01,월,False,2호선,강변,11,4690,6716,11406
2025-09-01,월,False,2호선,강변,12,5460,6130,11590
2025-09-01,월,False,2호선,강변,13,5671,6431,12102
2025-09-01,월,False,2호선,강변,14,5699,5114,10813
2025-09-01,월,False,2호선,강변,15,6141,5616,11757
2025-09-01,월,False,2호선,강변,16,5324,4781,10105
2025-09-01,월,False,2호선,강변,17,11467,10941,22408
2025-09-01,월,False,2호선,강변,18,13426,12280,25706
2025-09-01,월,False,2호선,강변,19,9909,12826,22735
2025-09-01,월,False,2호선,강변,20,9005,8581,17586
2025-09-01,월,False,2호선,강변,21,6974,5208,12182
2025-09-01,월,False,2호선,강변,22,4117,4092,8209
2025-09-01,월,False,2호선,강변,23,2679,3033,5712
2025-09-01,월,False,2호선,시청,0,371,414,785
2025-09-01,월,False,2호선,시청,1,423,322,745
2025-09-01,월,False,2호선,시청,2,271,445,716
2025-09-01,월,False,2호선,시청,3,525,313,838
2025-09-01,월,False,2호선,시청,4,300,445,745
2025-09-01,월,False,2호선,시청,5,364,386,750
2025-09-01,월,False,2호선,시청,6,335,420,755
2025-09-01,월,False,2호선,시청,7,12486,11242,23728
2025-09-01,월,False,2호선,시청,8,16378,14239,30617
2025-09-01,월,False,2호선,시청,9,15718,15188,30906
2025-09-01,월,False,2호선,시청,10,5167,5317,10484
2025-09-01,월,False,2호선,시청,11,4587,6509,11096
2025-09-01,월,False,2호선,시청,12,5192,5614,10806
2025-09-01,월,False,2호선,시청,13,5839,6048,11887
2025-09-01,월,False,2호선,시청,14,5236,6536,11772
2025-09-01,월,False,2호선,시청,15,5715,5363,11078
2025-09-01,월,False,2호선,시청,16,5161,4982,10143
2025-09-01,월,False,2호선,시청,17,15868,16931,32799
2025-09-01,월,False,2호선,시청,18,17139,17200,34339
2025-09-01,월,False,2호선,시청,19,13964,14955,28919
2025-09-01,월,False,2호선,시청,20,8201,11575,19776
2025-09-01,월,False,2호선,시청,21,5788,5256,11044
2025-09-01,월,False,2호선,시청,22,2752,4652,7404
2025-09-01,월,False,2호선,시청,23,2466,2336,4802
2025-09-01,월,False,2호선,을지로입구,0,298,390,688
2025-09-01,월,False,2호선,을지로입구,1,390,365,755
2025-09-01,월,False,2호선,을지로입구,2,428,394,822
2025-09-01,월,False,2호선,을지로입구,3,361,374,735
2025-09-01,월,False,2호선,을지로입구,4,400,354,754
2025-09-01,월,False,2호선,을지로입구,5,366,407,773
2025-09-01,월,False,2호선,을지로입구,6,333,367,700
2025-09-01,월,False,2호선,을지로입구,7,12993,9607,22600
2025-09-01,월,False,2호선,을지로입구,8,14733,16041,30774
2025-09-01,월,False,2호선,을지로입구,9,12865,13515,26380
2025-09-01,월,False,2호선,을지로입구,10,4123,6521,10644
2025-09-01,월,False,2호선,을지로입구,11,4410,5159,9569
2025-09-01,월,False,2호선,을지로입구,12,3915,4752,8667
2025-09-01,월,False,2호선,을지로입구,13,4662,4854,9516
2025-09-01,월,False,2호선,을지로입구,14,5238,5503,10741
2025-09-01,월,False,2호선,을지로입구,15,4696,4750,9446
2025-09-01,월,False,2호선,을지로입구,16,4828,5874,10702
2025-09-01,월,False,2호선,을지로입구,17,14358,12839,27197
2025-09-01,월,False,2호선,을지로입구,18,18890,16593,35483
2025-09-01,월,False,2호선,을지로입구,19,15380,13365,28745
2025-09-01,월,False,2호선,을지로입구,20,8758,8780,17538
2025-09-01,월,False,2호선,을지로입구,21,4990,6372,11362
2025-09-01,월,False,2호선,을지로입구,22,3481,3036,6517
2025-09-01,월,False,2호선,을지로입구,23,1896,2328,4224
2025-09-02,화,False,2호선,교대,0,311,249,560
2025-09-02,화,False,2호선,교대,1,206,280,486
2025-09-02,화,False,2호선,교대,2,304,228,532
2025-09-02,화,False,2호선,교대,3,308,265,573
2025-09-02,화,False,2호선,교대,4,233,292,525
2025-09-02,화,False,2호선,교대,5,291,288,579
2025-09-02,화,False,2호선,교대,6,285,297,582
2025-09-02,화,False,2호선,교대,7,8738,8467,17205
2025-09-02,화,False,2호선,교대,8,14037,11942,25979
2025-09-02,화,False,2호선,교대,9,7106,11228,18334
2025-09-02,화,False,2호선,교대,10,4683,3689,8372
2025-09-02,화,False,2호선,교대,11,3017,4396,7413
2025-09-02,화,False,2호선,교대,12,4341,3603,7944
2025-09-02,화,False,2호선,교대,13,4600,4149,8749
2025-09-02,화,False,2호선,교대,14,3515,4206,7721
2025-09-02,화,False,2호선,교대,15,3832,4070,7902
2025-09-02,화,False,2호선,교대,16,4467,2949,7416
2025-09-02,화,False,2호선,교대,17,13909,11072,24981
2025-09-02,화,False,2호선,교대,18,14462,12185,26647
2025-09-02,화,False,2호선,교대,19,12233,11197,23430
2025-09-02,화,False,2호선,교대,20,8383,7383,15766
2025-09-02,화,False,2호선,교대,21,5013,4413,9426
2025-09-02,화,False,2호선,교대,22,2364,3392,5756
2025-09-02,화,False,2호선,교대,23,1605,1796,3401
2025-09-02,화,False,2호선,강남,0,643,459,1102
2025-09-02,화,False,2호선,강남,1,748,570,1318
2025-09-02,화,False,2호선,강남,2,687,525,1212
2025-09-02,화,False,2호선,강남,3,609,586,1195
2025-09-02,화,False,2호선,강남,4,579,536,1115
2025-09-02,화,False,2호선,강남,5,520,678,1198
2025-09-02,화,False,2호선,강남,6,590,600,1190
2025-09-02,화,False,2호선,강남,7,21619,18070,39689
2025-09-02,화,False,2호선,강남,8,26943,25636,52579
2025-09-02,화,False,2호선,강남,9,21114,21990,43104
2025-09-02,화,False,2호선,강남,10,7697,7935,15632
2025-09-02,화,False,2호선,강남,11,6986,8983,15969
2025-09-02,화,False,2호선,강남,12,8952,8279,17231
2025-09-02,화,False,2호선,강남,13,7371,7555,14926
2025-09-02,화,False,2호선,강남,14,9796,7921,17717
2025-09-02,화,False,2호선,강남,15,8908,8839,17747
2025-09-02,화,False,2호선,강남,16,7075,8795,15870
2025-09-02,화,False,2호선,강남,17,25301,23453,48754
2025-09-02,화,False,2호선,강남,18,35697,28623,64320
2025-09-02,화,False,2호선,강남,19,20745,26642,47387
2025-09-02,화,False,2호선,강남,20,15557,14896,30453
2025-09-02,화,False,2호선,강남,21,8892,9983,18875
2025-09-02,화,False,2호선,강남,22,5755,6367,12122
2025-09-02,화,False,2호선,강남,23,3554,3341,6895
2025-09-02,화,False,2호선,역삼,0,338,322,660
2025-09-02,화,False,2호선,역삼,1,304,383,687
2025-09-02,화,False,2호선,역삼,2,375,281,656
2025-09-02,화,False,2호선,역삼,3,247,382,629
2025-09-02,화,False,2호선,역삼,4,300,300,600
2025-09-02,화,False,2호선,역삼,5,334,343,677
2025-09-02,화,False,2호선,역삼,6,265,460,725
2025-09-02,화,False,2호선,역삼,7,12008,8766,20774
2025-09-02,화,False,2호선,역삼,8,13347,14401,27748
2025-09-02,화,False,2호선,역삼,9,10585,12666,23251
2025-09-02,화,False,2호선,역삼,10,5304,3980,9284
2025-09-02,화,False,2호선,역삼,11,5079,5434,10513
2025-09-02,화,False,2호선,역삼,12,5294,5258,10552
2025-09-02,화,False,2호선,역삼,13,5184,5282,10466
2025-09-02,화,False,2호선,역삼,14,4946,4598,9544
2025-09-02,화,False,2호선,역삼,15,6117,5159,11276
2025-09-02,화,False,2호선,역삼,16,4973,4095,9068
2025-09-02,화,False,2호선,역삼,17,12586,13883,26469
2025-09-02,화,False,2호선,역삼,18,17887,17777,35664
2025-09-02,화,False,2호선,역삼,19,13773,13736,27509
2025-09-02,화,False,2호선,역삼,20,9352,8590,17942
2025-09-02,화,False,2호선,역삼,21,5100,4464,9564
2025-09-02,화,False,2호선,역삼,22,2723,3642,6365
2025-09-02,화,False,2호선,역삼,23,2038,2006,4044
2025-09-02,화,False,2호선,선릉,0,298,254,552
2025-09-02,화,False,2호선,선릉,1,254,276,530
2025-09-02,화,False,2호선,선릉,2,276,280,556
2025-09-02,화,False,2호선,선릉,3,263,323,586
2025-09-02,화,False,2호선,선릉,4,302,299,601
2025-09-02,화,False,2호선,선릉,5,205,306,511
2025-09-02,화,False,2호선,선릉,6,281,295,576
2025-09-02,화,False,2호선,선릉,7,8574,8623,17197
2025-09-02,화,False,2호선,선릉,8,14080,11643,25723
2025-09-02,화,False,2호선,선릉,9,8554,10827,19381
2025-09-02,화,False,2호선,선릉,10,3881,3664,7545
2025-09-02,화,False,2호선,선릉,11,4151,4527,8678
2025-09-02,화,False,2호선,선릉,12,2846,4017,6863
2025-09-02,화,False,2호선,선릉,13,3621,4050,7671
2025-09-02,화,False,2호선,선릉,14,3953,3924,7877
2025-09-02,화,False,2호선,선릉,15,4377,3547,7924
2025-09-02,화,False,2호선,선릉,16,3539,4208,7747
2025-09-02,화,False,2호선,선릉,17,10045,13690,23735
2025-09-02,화,False,2호선,선릉,18,14908,14607,29515
2025-09-02,화,False,2호선,선릉,19,13250,9618,22868
2025-09-02,화,False,2호선,선릉,20,8705,5732,14437
2025-09-02,화,False,2호선,선릉,21,3970,5134,9104
2025-09-02,화,False,2호선,선릉,22,2584,3208,5792
2025-09-02,화,False,2호선,선릉,23,1717,1587,3304
2025-09-02,화,False,2호선,삼성,0,303,345,648
2025-09-02,화,False,2호선,삼성,1,370,294,664
2025-09-02,화,False,2호선,삼성,2,358,323,681
2025-09-02,화,False,2호선,삼성,3,275,403,678
2025-09-02,화,False,2호선,삼성,4,280,335,615
2025-09-02,화,False,2호선,삼성,5,297,335,632
2025-09-02,화,False,2호선,삼성,6,368,253,621
2025-09-02,화,False,2호선,삼성,7,9702,8931,18633
2025-09-02,화,False,2호선,삼성,8,13715,13510,27225
2025-09-02,화,False,2호선,삼성,9,11805,10793,22598
2025-09-02,화,False,2호선,삼성,10,5473,3926,9399
2025-09-02,화,False,2호선,삼성,11,4737,4211,8948
2025-09-02,화,False,2호선,삼성,12,4053,4125,8178
2025-09-02,화,False,2호선,삼성,13,5041,4239,9280
2025-09-02,화,False,2호선,삼성,14,4842,4054,8896
2025-09-02,화,False,2호선,삼성,15,5064,3979,9043
2025-09-02,화,False,2호선,삼성,16,4309,4628,8937
2025-09-02,화,False,2호선,삼성,17,9050,16556,25606
2025-09-02,화,False,2호선,삼성,18,10193,21903,32096
2025-09-02,화,False,2호선,삼성,19,11760,10745,22505
2025-09-02,화,False,2호선,삼성,20,7415,9367,16782
2025-09-02,화,False,2호선,삼성,21,5464,4147,9611
